age;tv;educ;children;religious;married
23;0;0;1;FALSE;1
24;0;0;0;FALSE;1
16;0;6;1;FALSE;0
26;0;0;3;FALSE;1
24;0;0;2;FALSE;0
31;0;0;6;FALSE;1
34;0;0;5;FALSE;1
33;0;0;6;FALSE;1
19;0;9;0;FALSE;0
33;0;0;4;FALSE;0
17;0;6;1;FALSE;0
47;0;0;5;FALSE;1
15;0;6;0;FALSE;0
24;0;0;2;FALSE;1
19;0;5;0;FALSE;1
42;0;0;0;FALSE;1
34;0;0;2;FALSE;1
24;0;0;3;FALSE;0
40;0;0;2;FALSE;1
20;0;7;1;FALSE;0
33;0;0;4;FALSE;0
49;0;0;4;FALSE;1
16;0;7;0;FALSE;0
34;0;0;6;FALSE;1
48;0;0;8;FALSE;1
38;0;0;8;FALSE;1
30;0;7;5;FALSE;1
18;0;0;0;FALSE;1
41;0;0;4;FALSE;1
27;0;7;4;FALSE;1
20;0;7;0;FALSE;0
26;0;10;0;FALSE;0
41;0;13;6;FALSE;0
18;0;10;1;FALSE;0
15;0;7;0;FALSE;0
33;0;7;3;FALSE;0
29;0;0;6;FALSE;1
15;0;8;0;FALSE;0
44;0;4;7;FALSE;1
29;0;7;2;FALSE;0
18;0;9;0;TRUE;0
31;0;7;6;FALSE;1
44;0;4;2;FALSE;1
19;0;10;1;FALSE;0
44;0;3;7;FALSE;1
33;0;0;2;FALSE;0
15;0;1;0;FALSE;0
16;0;3;0;FALSE;0
29;0;7;0;FALSE;1
30;0;4;0;FALSE;0
31;0;5;4;FALSE;1
35;0;7;5;FALSE;1
49;0;0;6;FALSE;1
43;0;14;2;FALSE;1
46;0;0;5;FALSE;1
32;0;7;1;FALSE;0
34;0;3;6;FALSE;1
28;0;0;5;FALSE;1
25;0;0;2;FALSE;0
33;0;7;4;FALSE;1
38;0;3;5;FALSE;1
47;0;3;7;FALSE;1
18;0;9;0;FALSE;0
36;0;7;5;FALSE;1
15;0;7;0;FALSE;0
20;0;9;1;FALSE;0
43;0;0;0;FALSE;0
39;0;6;5;FALSE;0
18;0;10;1;FALSE;0
15;0;7;0;FALSE;0
46;0;4;6;FALSE;1
18;0;7;1;FALSE;0
23;0;7;1;FALSE;0
15;0;6;0;FALSE;0
34;0;7;4;FALSE;1
45;0;3;2;FALSE;0
21;0;6;3;FALSE;0
18;0;8;0;FALSE;0
15;0;7;0;FALSE;0
15;0;0;0;FALSE;0
20;0;0;0;FALSE;0
25;0;7;3;FALSE;1
29;0;5;3;FALSE;0
18;0;7;2;FALSE;0
28;0;7;3;FALSE;1
22;0;0;2;FALSE;1
34;0;1;6;FALSE;1
37;0;2;3;FALSE;1
34;0;4;6;FALSE;1
33;0;0;4;FALSE;1
32;0;4;4;FALSE;1
15;0;7;0;TRUE;0
23;0;0;3;FALSE;0
31;0;6;1;FALSE;0
18;0;10;0;FALSE;0
24;0;0;2;FALSE;0
20;0;7;1;TRUE;0
18;0;10;0;FALSE;0
38;0;0;8;FALSE;1
20;0;0;0;FALSE;0
37;0;3;4;FALSE;0
25;0;7;1;FALSE;1
15;0;1;0;FALSE;0
39;0;2;6;FALSE;0
27;0;6;1;FALSE;1
36;0;5;7;FALSE;1
38;0;0;6;FALSE;1
24;0;7;2;FALSE;1
28;0;3;4;FALSE;1
31;0;0;5;FALSE;1
16;0;9;1;FALSE;0
15;0;7;0;FALSE;0
24;0;0;3;FALSE;1
16;0;5;0;FALSE;0
27;0;6;4;FALSE;0
33;0;0;5;FALSE;0
16;0;7;0;FALSE;0
32;0;6;6;FALSE;1
24;0;0;2;FALSE;0
15;0;3;1;FALSE;0
37;0;7;8;FALSE;1
31;0;0;7;FALSE;1
24;0;7;1;FALSE;0
46;0;0;7;FALSE;1
35;0;5;1;FALSE;1
21;0;6;2;FALSE;1
19;0;8;0;FALSE;0
20;0;10;1;FALSE;0
38;0;6;7;FALSE;1
21;0;7;1;FALSE;0
16;0;8;0;FALSE;0
26;0;10;2;FALSE;0
34;0;3;5;FALSE;1
15;0;7;0;FALSE;0
42;0;6;3;FALSE;0
26;0;15;2;TRUE;0
40;1;10;4;FALSE;1
25;0;10;1;FALSE;1
30;0;10;2;TRUE;1
29;0;10;2;FALSE;0
18;0;3;0;FALSE;0
28;0;10;2;FALSE;1
28;0;15;2;FALSE;1
25;0;10;0;FALSE;1
24;0;7;2;FALSE;0
28;0;10;3;FALSE;1
17;0;9;1;FALSE;0
21;0;10;0;FALSE;0
29;0;14;0;FALSE;0
29;0;12;2;FALSE;1
20;0;10;0;FALSE;0
26;0;10;1;FALSE;0
29;0;7;1;FALSE;0
15;0;9;0;FALSE;0
17;0;7;0;FALSE;0
33;0;12;0;TRUE;1
28;0;14;1;FALSE;0
32;0;2;4;FALSE;1
32;0;5;5;FALSE;1
29;0;9;3;FALSE;1
24;0;7;3;FALSE;1
33;0;4;6;FALSE;1
44;0;1;5;FALSE;1
35;0;6;6;FALSE;1
27;0;7;2;FALSE;0
22;0;7;1;FALSE;1
26;0;6;4;FALSE;1
22;0;7;0;FALSE;1
21;0;7;2;FALSE;0
25;0;8;2;FALSE;0
46;0;3;5;FALSE;1
16;0;7;0;FALSE;0
17;0;5;0;FALSE;0
19;0;10;0;FALSE;0
15;0;6;1;FALSE;0
21;0;6;0;FALSE;0
31;0;0;1;FALSE;1
48;0;0;10;FALSE;1
17;0;2;0;FALSE;0
30;0;0;6;FALSE;1
28;0;6;5;FALSE;1
23;0;10;1;FALSE;0
18;0;10;1;FALSE;0
22;0;3;2;FALSE;1
35;0;4;4;FALSE;1
40;0;2;5;FALSE;1
19;0;7;0;FALSE;0
30;0;4;3;FALSE;1
33;0;5;3;FALSE;0
29;0;0;1;FALSE;1
21;0;7;2;FALSE;0
20;0;7;2;FALSE;1
20;0;7;1;FALSE;0
16;0;8;0;FALSE;0
41;0;0;3;FALSE;1
35;0;7;4;FALSE;1
25;0;7;3;FALSE;0
35;0;7;1;FALSE;0
24;0;10;1;FALSE;1
19;0;8;2;FALSE;0
21;0;8;0;TRUE;0
23;0;4;0;FALSE;1
45;0;6;3;FALSE;1
16;0;8;0;FALSE;0
39;0;7;4;FALSE;1
18;0;8;1;FALSE;0
38;0;4;1;FALSE;1
16;0;7;1;FALSE;0
16;0;7;0;FALSE;0
18;0;8;0;FALSE;0
42;0;5;5;FALSE;1
28;0;7;2;FALSE;1
34;0;9;4;FALSE;1
17;1;11;0;FALSE;0
28;0;0;3;FALSE;1
21;0;7;1;FALSE;0
24;0;4;1;FALSE;1
18;0;8;0;FALSE;0
23;0;0;1;FALSE;1
41;0;0;4;FALSE;1
42;0;6;5;FALSE;1
39;0;3;3;FALSE;1
29;0;8;3;FALSE;1
43;0;0;6;FALSE;1
34;0;5;4;FALSE;1
28;0;0;1;FALSE;0
24;0;14;2;TRUE;1
25;0;14;2;TRUE;0
32;0;12;4;FALSE;0
20;0;7;0;FALSE;0
19;0;10;0;FALSE;0
26;0;14;2;FALSE;0
35;0;14;0;FALSE;0
28;0;7;4;FALSE;1
21;0;6;3;FALSE;1
24;0;7;2;FALSE;0
29;0;4;5;FALSE;1
18;0;10;0;FALSE;0
19;0;0;1;FALSE;0
21;0;7;0;FALSE;0
30;0;0;3;FALSE;0
31;0;10;2;FALSE;1
26;0;10;2;FALSE;0
19;0;10;1;FALSE;0
30;0;9;3;FALSE;1
48;0;1;10;FALSE;1
24;0;6;2;FALSE;0
18;0;6;1;FALSE;0
16;0;8;0;FALSE;0
17;0;3;1;FALSE;0
29;0;0;5;FALSE;1
37;0;0;4;FALSE;1
23;0;6;0;FALSE;1
32;0;0;2;FALSE;0
34;0;0;1;FALSE;0
34;0;0;0;FALSE;0
28;0;0;1;FALSE;0
17;0;0;1;FALSE;0
30;0;0;6;FALSE;1
33;0;0;4;FALSE;1
29;0;0;2;FALSE;1
18;0;0;0;FALSE;1
20;0;0;1;FALSE;1
26;0;0;4;FALSE;1
36;0;0;6;FALSE;1
28;0;0;1;FALSE;1
34;0;7;2;FALSE;1
19;0;5;1;FALSE;0
22;0;10;1;FALSE;1
46;0;0;5;FALSE;1
24;0;4;2;FALSE;1
20;0;0;1;FALSE;1
30;0;0;2;FALSE;1
33;0;0;9;FALSE;1
22;0;0;1;FALSE;1
32;0;0;3;FALSE;1
25;0;0;3;FALSE;1
19;0;0;2;FALSE;1
36;0;0;4;FALSE;1
31;0;0;2;FALSE;1
15;0;3;0;FALSE;0
15;0;4;0;FALSE;0
21;0;0;2;FALSE;1
17;0;0;1;FALSE;1
22;0;0;2;FALSE;1
20;0;0;0;FALSE;1
16;0;0;0;FALSE;0
19;0;5;0;FALSE;1
48;0;0;5;FALSE;1
18;0;9;0;FALSE;0
28;0;6;5;FALSE;1
29;0;0;1;FALSE;1
30;0;5;5;FALSE;1
36;0;2;7;FALSE;1
15;0;6;0;FALSE;0
23;0;10;2;FALSE;1
33;0;3;6;FALSE;1
33;0;7;4;FALSE;1
28;0;3;3;FALSE;0
38;0;10;4;FALSE;1
16;0;10;0;TRUE;0
17;0;10;0;FALSE;0
16;0;6;0;FALSE;0
17;0;6;0;FALSE;0
16;0;7;0;FALSE;0
37;0;7;4;FALSE;0
32;0;7;5;FALSE;1
19;0;9;0;FALSE;0
21;0;6;1;FALSE;0
30;0;0;2;FALSE;1
36;0;7;1;FALSE;0
38;0;5;6;FALSE;1
15;0;6;0;FALSE;0
20;0;10;1;FALSE;0
25;0;7;4;FALSE;1
24;0;0;1;FALSE;0
38;0;0;3;FALSE;1
33;0;7;2;FALSE;0
20;0;11;1;FALSE;0
26;0;7;1;FALSE;0
21;0;7;1;FALSE;0
25;0;7;3;FALSE;1
15;0;7;0;FALSE;0
26;0;7;3;FALSE;1
18;0;7;1;FALSE;0
16;0;7;0;FALSE;0
44;0;3;8;FALSE;1
27;0;7;4;FALSE;0
15;0;8;0;FALSE;0
33;0;7;4;FALSE;1
15;0;7;0;FALSE;0
18;0;8;0;FALSE;0
16;0;8;0;FALSE;0
15;0;7;0;FALSE;0
22;0;10;1;FALSE;0
15;0;7;0;FALSE;0
19;0;8;1;FALSE;0
49;0;0;6;FALSE;0
46;0;3;9;FALSE;0
34;0;2;4;FALSE;1
23;0;8;2;FALSE;0
41;0;7;4;FALSE;1
33;0;7;2;FALSE;1
26;0;3;4;FALSE;1
36;0;7;7;FALSE;1
20;0;9;0;FALSE;0
38;0;2;2;FALSE;1
39;0;5;7;FALSE;1
26;0;10;0;FALSE;0
32;0;4;6;FALSE;1
32;0;4;7;FALSE;1
25;0;12;0;FALSE;0
16;0;7;0;FALSE;0
31;0;0;2;FALSE;0
20;0;3;1;FALSE;0
21;0;7;1;FALSE;1
20;0;7;0;FALSE;0
25;0;6;4;FALSE;1
18;0;7;0;FALSE;0
24;0;3;3;FALSE;1
49;0;3;5;FALSE;1
26;0;0;5;FALSE;1
26;0;7;3;FALSE;1
22;0;7;2;FALSE;1
41;0;5;7;FALSE;1
25;0;0;3;FALSE;1
35;0;0;8;FALSE;1
28;0;0;3;FALSE;1
17;0;0;0;FALSE;0
27;0;0;2;FALSE;1
26;0;3;2;FALSE;0
31;0;0;4;FALSE;1
22;0;6;2;FALSE;1
21;0;5;2;FALSE;1
34;0;7;5;FALSE;1
34;0;2;7;FALSE;1
45;0;4;6;FALSE;1
22;0;8;3;FALSE;1
20;0;10;1;FALSE;0
30;0;0;0;FALSE;1
34;0;1;5;FALSE;1
30;0;0;5;FALSE;1
23;0;0;1;FALSE;1
16;0;6;1;FALSE;0
32;0;0;3;FALSE;1
23;0;7;2;FALSE;1
39;0;0;4;FALSE;1
25;0;7;2;FALSE;1
26;0;4;2;FALSE;0
21;0;0;1;FALSE;0
39;0;0;1;FALSE;1
41;0;7;4;TRUE;0
31;0;7;3;FALSE;1
22;0;7;1;FALSE;0
22;0;7;1;FALSE;0
20;0;6;1;FALSE;0
44;0;6;7;FALSE;1
22;0;10;1;FALSE;0
17;0;10;0;FALSE;0
22;0;8;2;FALSE;0
20;0;7;0;FALSE;0
17;0;7;0;FALSE;0
15;0;7;0;FALSE;0
20;0;0;2;FALSE;0
21;0;12;0;FALSE;0
36;0;10;6;FALSE;1
42;0;3;5;FALSE;1
49;0;5;5;FALSE;1
15;0;7;0;FALSE;0
23;0;10;2;FALSE;0
22;0;10;1;FALSE;1
22;0;4;0;FALSE;0
45;0;2;8;FALSE;1
19;0;12;0;FALSE;0
16;0;0;0;FALSE;0
27;0;10;2;TRUE;0
27;0;7;2;FALSE;0
28;0;0;4;FALSE;0
30;0;0;3;FALSE;1
26;0;0;3;FALSE;0
31;0;8;2;TRUE;1
29;0;0;5;FALSE;1
42;0;5;8;TRUE;0
19;0;12;0;FALSE;0
25;0;6;1;FALSE;0
20;0;10;1;FALSE;0
32;0;7;4;FALSE;1
18;0;7;0;TRUE;0
24;0;9;2;FALSE;1
32;0;7;4;FALSE;1
47;0;0;8;FALSE;0
18;0;4;2;FALSE;0
25;0;0;0;FALSE;0
29;0;0;4;FALSE;0
25;0;16;0;FALSE;0
37;0;19;0;TRUE;0
28;0;14;0;FALSE;0
29;0;7;2;TRUE;1
26;0;7;4;TRUE;0
20;0;9;0;FALSE;0
48;0;0;4;TRUE;0
25;0;0;3;TRUE;1
30;0;7;5;FALSE;1
16;0;7;1;FALSE;0
48;0;0;7;FALSE;1
47;0;0;8;FALSE;1
28;0;2;4;FALSE;0
25;0;5;4;FALSE;0
23;0;7;2;FALSE;0
21;0;7;1;FALSE;0
48;0;0;7;FALSE;0
26;0;7;2;FALSE;0
15;0;4;0;FALSE;0
23;0;12;0;FALSE;0
49;0;0;7;TRUE;1
28;0;0;2;TRUE;0
48;0;4;7;FALSE;0
46;0;0;3;FALSE;0
24;0;9;2;FALSE;0
38;0;0;4;FALSE;0
16;0;6;0;FALSE;0
31;0;4;6;FALSE;1
47;0;0;1;FALSE;1
44;0;0;8;FALSE;1
26;0;0;3;FALSE;0
38;0;1;7;FALSE;1
20;0;7;0;FALSE;1
34;0;0;4;FALSE;1
28;0;4;2;FALSE;0
47;0;0;2;FALSE;1
28;0;7;3;FALSE;0
35;0;6;1;FALSE;0
30;0;0;3;FALSE;1
29;0;0;5;FALSE;1
30;0;0;4;TRUE;0
24;0;6;1;FALSE;0
22;0;7;0;FALSE;0
25;0;12;1;FALSE;1
24;0;10;0;FALSE;1
15;0;0;0;FALSE;0
35;0;0;7;FALSE;1
45;0;0;6;FALSE;1
46;0;0;12;FALSE;1
39;0;4;6;FALSE;1
31;0;2;4;FALSE;1
23;0;4;2;FALSE;0
30;0;0;5;FALSE;1
38;0;0;5;FALSE;1
25;0;8;2;FALSE;1
40;0;0;3;FALSE;1
42;0;0;3;FALSE;1
24;0;0;2;FALSE;1
26;0;0;2;FALSE;1
45;0;0;3;FALSE;1
44;0;0;4;FALSE;1
32;0;0;5;FALSE;1
38;0;0;1;FALSE;1
29;0;0;4;FALSE;1
29;0;0;2;FALSE;1
20;0;0;0;FALSE;1
43;0;0;6;FALSE;1
32;0;0;4;FALSE;1
19;0;4;0;FALSE;0
29;0;0;3;FALSE;1
35;0;0;4;FALSE;1
16;0;5;0;FALSE;0
45;0;0;1;FALSE;1
39;0;0;5;FALSE;1
42;0;0;0;FALSE;1
41;0;0;5;FALSE;1
18;0;5;1;FALSE;0
18;0;4;1;FALSE;0
48;0;0;6;FALSE;1
28;0;0;3;FALSE;1
21;0;0;1;FALSE;1
17;0;3;0;FALSE;1
28;0;0;2;FALSE;1
20;0;3;1;FALSE;0
20;0;4;1;FALSE;0
25;0;0;1;TRUE;1
15;0;4;0;FALSE;0
30;0;0;3;FALSE;1
25;0;0;1;FALSE;1
33;0;0;0;FALSE;0
39;0;0;4;FALSE;1
45;0;0;0;FALSE;1
30;0;0;2;FALSE;1
26;0;0;3;FALSE;1
42;0;0;4;FALSE;1
20;0;4;2;FALSE;1
29;0;2;5;FALSE;1
23;0;0;2;FALSE;1
25;0;10;3;FALSE;0
38;0;7;6;FALSE;1
24;0;0;1;FALSE;0
47;0;0;3;FALSE;1
38;0;0;2;FALSE;0
36;0;2;4;FALSE;1
49;0;0;6;FALSE;1
32;0;3;2;FALSE;0
16;0;5;0;TRUE;0
21;0;12;1;FALSE;0
16;0;7;0;FALSE;0
15;0;0;0;FALSE;0
49;0;0;0;FALSE;1
19;0;10;0;FALSE;0
35;0;0;5;FALSE;1
17;0;7;0;FALSE;0
15;0;7;0;FALSE;0
24;0;12;1;FALSE;0
18;0;10;0;FALSE;0
46;0;0;5;FALSE;1
25;0;0;2;FALSE;1
45;0;0;8;FALSE;1
33;0;0;0;FALSE;1
30;0;0;3;FALSE;1
18;0;0;1;FALSE;0
30;0;0;3;FALSE;1
27;0;0;2;FALSE;0
26;0;0;2;FALSE;0
30;0;0;3;FALSE;1
32;0;2;0;FALSE;1
20;0;10;0;FALSE;0
24;0;9;2;FALSE;1
21;0;10;0;TRUE;0
20;0;5;1;TRUE;0
47;0;0;5;FALSE;1
44;0;0;4;FALSE;1
36;0;0;6;TRUE;1
32;0;7;4;FALSE;1
15;0;7;0;FALSE;0
17;0;3;1;TRUE;0
28;0;0;5;FALSE;1
36;0;0;4;FALSE;1
25;0;0;0;FALSE;1
27;0;2;4;FALSE;1
41;0;7;8;FALSE;1
44;0;3;7;FALSE;1
26;0;10;2;FALSE;1
23;0;10;0;FALSE;0
41;0;0;2;FALSE;0
25;0;5;2;FALSE;1
25;0;8;2;FALSE;0
17;0;6;1;FALSE;0
18;0;6;0;FALSE;0
16;0;6;0;FALSE;0
44;0;0;6;FALSE;1
22;0;10;2;FALSE;0
26;0;5;1;FALSE;0
38;0;0;4;FALSE;1
22;0;7;1;FALSE;1
40;0;6;6;FALSE;1
21;0;7;1;FALSE;1
21;0;11;1;FALSE;0
23;0;7;1;FALSE;1
22;0;2;2;FALSE;1
34;0;9;2;FALSE;0
27;0;10;3;FALSE;1
39;0;6;6;FALSE;0
28;0;0;5;FALSE;1
26;0;0;7;FALSE;0
34;0;0;7;FALSE;0
21;0;6;2;FALSE;0
15;0;7;0;FALSE;0
16;0;6;0;FALSE;0
16;0;7;0;FALSE;0
25;0;0;1;FALSE;0
41;0;0;5;FALSE;0
37;0;0;5;FALSE;0
18;0;7;0;FALSE;0
16;0;7;0;FALSE;0
38;0;0;7;FALSE;0
31;0;5;5;FALSE;0
28;0;0;4;FALSE;1
46;0;0;4;FALSE;0
33;0;0;5;FALSE;1
22;0;6;1;FALSE;0
32;0;0;3;FALSE;1
34;0;0;5;FALSE;0
33;0;0;5;FALSE;0
25;0;5;1;FALSE;0
16;0;7;0;FALSE;0
31;0;0;3;FALSE;0
35;0;3;4;FALSE;0
49;0;0;8;FALSE;1
31;0;2;3;FALSE;1
27;0;6;4;FALSE;1
16;0;7;0;FALSE;0
28;0;7;2;FALSE;0
24;0;5;3;FALSE;0
26;0;0;1;FALSE;1
36;0;3;5;FALSE;1
